sep=,
Measurement Mode:,Extended (Quaternion)
StartTime:,Fri, 12 Jun 2020 04:22:28 GMT
© Xsens Technologies B. V. 2005-2020

Timestamp,Address,Quaternion_w,Quaternion_x,Quaternion_y,Quaternion_z,FreeAcc_x,FreeAcc_y,FreeAcc_z,Status,ClipCountAcc,ClipCountGyr
339398117167.2515,d4:ca:6e:f1:82:8c,0.736890971660614,0.28276461362838745,-0.4043036103248596,0.4621412456035614,-0.011357364244759083,0.010218565352261066,0.16956043243408203,0,0,0
339398133837.5849,d4:ca:6e:f1:82:8c,0.7368841767311096,0.28291556239128113,-0.4042975902557373,0.4620649814605713,-0.0037791570648550987,0.012546229176223278,0.1614856719970703,0,0,0
339398154264.8222,d4:ca:6e:f1:85:58,0.8218052983283997,-0.1254824548959732,-0.4719880223274231,-0.293457955121994,0.0027585967909544706,0.012755884788930416,0.07249259948730469,0,0,0
339398170490.6,d4:ca:6e:f1:85:58,0.8217982649803162,-0.12539272010326385,-0.4719865918159485,-0.29351839423179626,-0.000662045378703624,0.01632203347980976,0.0829324722290039,0,0,0
339398150507.9183,d4:ca:6e:f1:82:8c,0.7368676662445068,0.2830550968647003,-0.4043116569519043,0.46199360489845276,-0.0030044610612094402,0.004736910108476877,0.17642498016357422,0,0,0
339398167178.25165,d4:ca:6e:f1:82:8c,0.7368555665016174,0.28314563632011414,-0.4043274521827698,0.46194344758987427,0.0032880990765988827,0.011003542691469193,0.16460609436035156,0,0,0
339398187160.93335,d4:ca:6e:f1:85:58,0.8218021988868713,-0.12530550360679626,-0.47196871042251587,-0.2935734987258911,0.009620444849133492,0.011109041050076485,0.08299922943115234,0,0,0
339398183848.585,d4:ca:6e:f1:82:8c,0.7368382215499878,0.28321006894111633,-0.40435296297073364,0.46190932393074036,-0.005158232059329748,0.006176780443638563,0.1688079833984375,0,0,0
339398200518.9184,d4:ca:6e:f1:82:8c,0.7368242144584656,0.2832574248313904,-0.404367059469223,0.46189042925834656,-0.002636335324496031,-0.013357358053326607,0.16520118713378906,0,0,0
339398203831.2667,d4:ca:6e:f1:85:58,0.8217974901199341,-0.12522777915000916,-0.4719710946083069,-0.2936156988143921,0.005580224562436342,0.0005193323595449328,0.07143497467041016,0,0,0
339398220501.6001,d4:ca:6e:f1:85:58,0.8217926025390625,-0.12518492341041565,-0.47197791934013367,-0.2936367988586426,-0.0011247171787545085,0.0034583040978759527,0.0794992446899414,0,0,0
339398217189.2518,d4:ca:6e:f1:82:8c,0.7368260622024536,0.2832721471786499,-0.4043554663658142,0.46188846230506897,-0.005462656728923321,-0.002009381540119648,0.15648651123046875,0,0,0
339398233859.58514,d4:ca:6e:f1:82:8c,0.7368270754814148,0.28329113125801086,-0.40433943271636963,0.46188926696777344,0.001252790098078549,0.00877288356423378,0.18144512176513672,0,0,0
339398237171.9335,d4:ca:6e:f1:85:58,0.8217857480049133,-0.1251557618379593,-0.471985787153244,-0.29365572333335876,0.005005348939448595,0.0005136327818036079,0.07398414611816406,0,0,0
339398253842.26685,d4:ca:6e:f1:85:58,0.8217837810516357,-0.12514156103134155,-0.47198551893234253,-0.29366791248321533,0.006130066234618425,0.012092051096260548,0.07936382293701172,0,0,0
339398270512.6002,d4:ca:6e:f1:85:58,0.8217791318893433,-0.12511228024959564,-0.47199103236198425,-0.2936844527721405,0.0004148400330450386,-0.0051268283277750015,0.08084774017333984,0,0,0
339398287182.9336,d4:ca:6e:f1:85:58,0.8217800855636597,-0.1250901222229004,-0.47198808193206787,-0.29369592666625977,0.0050120544619858265,0.007906659506261349,0.0739908218383789,0,0,0
339398303853.26697,d4:ca:6e:f1:85:58,0.8217732906341553,-0.12507161498069763,-0.4719943404197693,-0.29371264576911926,0.0011783603113144636,-0.0016070581041276455,0.07846832275390625,0,0,0
339398320294,d4:ca:6e:f1:85:58,0.8217632174491882,-0.12506328523159027,-0.47200581431388855,-0.29372599720954895,0.009415706619620323,0.01016726903617382,0.07612323760986328,0,0,0
339398250529.9185,d4:ca:6e:f1:82:8c,0.7368313074111938,0.2832968533039093,-0.40434184670448303,0.46187692880630493,-0.0026014673057943583,0.0065046739764511585,0.17427539825439453,0,0,0
339398267200.2519,d4:ca:6e:f1:82:8c,0.736830472946167,0.28330153226852417,-0.40435051918029785,0.4618677496910095,0.0046799140982329845,0.000013857803423888981,0.17244720458984375,0,0,0
339398336964.3334,d4:ca:6e:f1:85:58,0.8217517733573914,-0.1250593662261963,-0.47200387716293335,-0.29376280307769775,0.00985021609812975,0.00042735677561722696,0.08672046661376953,0,0,0
339398283870.58527,d4:ca:6e:f1:82:8c,0.7368332147598267,0.2833062708377838,-0.4043428301811218,0.46186715364456177,-0.0015339694218710065,0.0086025670170784,0.1623382568359375,0,0,0
339398300540.91864,d4:ca:6e:f1:82:8c,0.7368188500404358,0.2833229899406433,-0.4043440520763397,0.4618786871433258,0.0008750532288104296,0.01219263207167387,0.16078853607177734,0,0,0
339398353634.66675,d4:ca:6e:f1:85:58,0.8217592835426331,-0.12502390146255493,-0.4720155596733093,-0.2937380373477936,0.010322722606360912,-0.001328896265476942,0.08766746520996094,0,0,0
339398370305.0001,d4:ca:6e:f1:85:58,0.8218101859092712,-0.12490635365247726,-0.4720577299594879,-0.29357776045799255,0.002666062442585826,0.01670055277645588,0.08009815216064453,0,0,0
339398317211.252,d4:ca:6e:f1:82:8c,0.7368195652961731,0.28333279490470886,-0.40433958172798157,0.46187564730644226,0.007675211410969496,0.009082225151360035,0.17097854614257812,0,0,0
339398333881.5854,d4:ca:6e:f1:82:8c,0.7368173599243164,0.28332772850990295,-0.40435168147087097,0.4618716835975647,0.004797258414328098,0.0038547043222934008,0.1777029037475586,0,0,0
339398386975.3335,d4:ca:6e:f1:85:58,0.8217272758483887,-0.1250179260969162,-0.47203516960144043,-0.2937987148761749,0.018619075417518616,0.00423054164275527,0.0780954360961914,0,0,0
339398403645.6669,d4:ca:6e:f1:85:58,0.8216242790222168,-0.1251562535762787,-0.47200751304626465,-0.2940724194049835,0.010977168567478657,-0.005640125833451748,0.07750701904296875,0,0,0
339398350551.91876,d4:ca:6e:f1:82:8c,0.7367023825645447,0.2834259569644928,-0.4042971432209015,0.46204254031181335,-0.010740691795945168,0.008936047554016113,0.17226409912109375,0,0,0
339398367222.25214,d4:ca:6e:f1:82:8c,0.7366337776184082,0.2834932804107666,-0.4042583107948303,0.4621444046497345,0.003610628191381693,0.006454607006162405,0.1632699966430664,0,0,0
339398420316.00024,d4:ca:6e:f1:85:58,0.8220086097717285,-0.12452804297208786,-0.47218015789985657,-0.29298561811447144,-0.004333916120231152,-0.0055311634205281734,0.07709121704101562,0,0,0
339398436986.3336,d4:ca:6e:f1:85:58,0.8218172788619995,-0.12482219934463501,-0.47210320830345154,-0.2935204803943634,0.002254798775538802,-0.008333680219948292,0.09114360809326172,0,0,0
339398383892.5855,d4:ca:6e:f1:82:8c,0.7365177273750305,0.28359606862068176,-0.40418514609336853,0.4623303711414337,-0.00010974486212944612,0.006823403295129538,0.16620635986328125,0,0,0
339398400562.9189,d4:ca:6e:f1:82:8c,0.7353320717811584,0.28462928533554077,-0.4034661054611206,0.4642069637775421,-0.007442757952958345,-0.0029850155115127563,0.1657257080078125,0,0,0
339398453656.667,d4:ca:6e:f1:85:58,0.8217170238494873,-0.12498027086257935,-0.4720635712146759,-0.29379788041114807,0.00783904641866684,-0.0023967293091118336,0.06720924377441406,0,0,0
339398470289.199,d4:ca:6e:f1:85:58,0.8215692639350891,-0.12520645558834076,-0.4720149636268616,-0.29419267177581787,0.01881040260195732,-0.013654070906341076,0.08035945892333984,0,0,0
339398417233.25226,d4:ca:6e:f1:82:8c,0.7337868809700012,0.2859751284122467,-0.40252014994621277,0.46663978695869446,-0.0015491682570427656,0.0013542650267481804,0.1736927032470703,0,0,0
339398433903.58563,d4:ca:6e:f1:82:8c,0.7341329455375671,0.2856835126876831,-0.40273338556289673,0.46608966588974,0.005269764922559261,-0.0015581088373437524,0.17121410369873047,0,0,0
339398486959.53235,d4:ca:6e:f1:85:58,0.8213171362876892,-0.12560176849365234,-0.4719114899635315,-0.29489338397979736,0.01062893494963646,0.002611301839351654,0.06403064727783203,0,0,0
339398450573.919,d4:ca:6e:f1:82:8c,0.7341901063919067,0.28564298152923584,-0.4027634561061859,0.46599847078323364,-0.012790082022547722,-0.0049414243549108505,0.16660308837890625,0,0,0
339398467244.2524,d4:ca:6e:f1:82:8c,0.7343895435333252,0.28547510504722595,-0.40288037061691284,0.4656860828399658,0.009589822962880135,0.0021421480923891068,0.17678356170654297,0,0,0
339398503629.8657,d4:ca:6e:f1:85:58,0.8213152885437012,-0.12559378147125244,-0.4719226062297821,-0.29488399624824524,0.0022539047058671713,0.007039875723421574,0.0803384780883789,0,0,0
339398520300.1991,d4:ca:6e:f1:85:58,0.8214478492736816,-0.12536829710006714,-0.4719933271408081,-0.2944970726966858,-0.013742917217314243,-0.0006489698425866663,0.08843708038330078,0,0,0
339398483914.58575,d4:ca:6e:f1:82:8c,0.7328398823738098,0.2868229150772095,-0.40192604064941406,0.4681173264980316,-0.00038466579280793667,0.001260613091289997,0.16529560089111328,0,0,0
339398500584.9191,d4:ca:6e:f1:82:8c,0.7328834533691406,0.2867870628833771,-0.40195995569229126,0.4680420160293579,0.0037876504939049482,-0.004587156232446432,0.16573429107666016,0,0,0
339398536970.5325,d4:ca:6e:f1:85:58,0.8212563991546631,-0.12567012012004852,-0.47192007303237915,-0.29501965641975403,-0.004101015627384186,-0.003840511431917548,0.06890296936035156,0,0,0
339398553640.86584,d4:ca:6e:f1:85:58,0.8209229707717896,-0.1262020766735077,-0.47178396582603455,-0.29593682289123535,-0.00016316445544362068,0.00719488225877285,0.08269214630126953,0,0,0
339398517255.2525,d4:ca:6e:f1:82:8c,0.7327731251716614,0.2868976593017578,-0.4018917381763458,0.46820563077926636,0.016927530989050865,0.004721934907138348,0.17020606994628906,0,0,0
339398533925.5859,d4:ca:6e:f1:82:8c,0.7325400114059448,0.28709638118743896,-0.40176206827163696,0.4685596823692322,-0.006873023230582476,-0.010997731238603592,0.16089820861816406,0,0,0
339398570311.1992,d4:ca:6e:f1:85:58,0.8209430575370789,-0.126161590218544,-0.47180965542793274,-0.2958572804927826,0.015871208161115646,-0.01047169417142868,0.08279991149902344,0,0,0
339398586981.5326,d4:ca:6e:f1:85:58,0.820993185043335,-0.1260717362165451,-0.4718356132507324,-0.2957150340080261,0.006311558652669191,0.0006907667848281562,0.0768117904663086,0,0,0
339398550595.91925,d4:ca:6e:f1:82:8c,0.7323317527770996,0.287282258272171,-0.40162354707717896,0.46888992190361023,0.005216121673583984,0.010319369845092297,0.16480636596679688,0,0,0
