Timestamp,Address,q_w,q_x,q_y,q_z
511567491499.8324,d4:ca:6e:f1:82:8c,0.8338940143585205,0.11374364793300629,-0.37057238817214966,0.3928859531879425
511567508170.1658,d4:ca:6e:f1:82:8c,0.8338298797607422,0.11380279809236526,-0.37055420875549316,0.3930220603942871
511567524840.49915,d4:ca:6e:f1:82:8c,0.8338460326194763,0.11379296332597733,-0.3705495595932007,0.39299488067626953
511567541510.8325,d4:ca:6e:f1:82:8c,0.8337533473968506,0.11386489868164062,-0.3705301284790039,0.39318904280662537
511567558181.1659,d4:ca:6e:f1:82:8c,0.8338238000869751,0.11378110200166702,-0.370550274848938,0.39304500818252563
511567574851.49927,d4:ca:6e:f1:82:8c,0.8338165879249573,0.11378568410873413,-0.3705471158027649,0.3930618464946747
511567591521.83264,d4:ca:6e:f1:82:8c,0.8338133096694946,0.11379160732030869,-0.37053656578063965,0.39307695627212524
511567608192.166,d4:ca:6e:f1:82:8c,0.8338291645050049,0.11377868056297302,-0.37054574489593506,0.3930383622646332
511567624862.4994,d4:ca:6e:f1:82:8c,0.8338637948036194,0.11375407129526138,-0.37054499983787537,0.39297276735305786
511567641532.83276,d4:ca:6e:f1:82:8c,0.8339093923568726,0.11371196061372757,-0.3705543875694275,0.39287930727005005
511567658203.16614,d4:ca:6e:f1:82:8c,0.833873987197876,0.11373905092477798,-0.37055233120918274,0.3929485082626343
511567674873.4995,d4:ca:6e:f1:82:8c,0.8338820338249207,0.11372555047273636,-0.37055328488349915,0.3929345905780792
511567691543.8329,d4:ca:6e:f1:82:8c,0.8339139819145203,0.113688163459301,-0.37056517601013184,0.39286646246910095
511567708214.16626,d4:ca:6e:f1:82:8c,0.8338532447814941,0.11374153941869736,-0.370558500289917,0.3929862380027771
511567724884.49963,d4:ca:6e:f1:82:8c,0.8337458968162537,0.11384592950344086,-0.37052738666534424,0.39321306347846985
511567741554.833,d4:ca:6e:f1:82:8c,0.8337451219558716,0.11384131759405136,-0.370521605014801,0.39322152733802795
511567758225.1664,d4:ca:6e:f1:82:8c,0.8338015079498291,0.11378687620162964,-0.3705298602581024,0.3931097984313965
511567774844.899,d4:ca:6e:f1:82:8c,0.8338137269020081,0.11376869678497314,-0.37054377794265747,0.3930761218070984
511567791515.23236,d4:ca:6e:f1:82:8c,0.8337243795394897,0.11385753005743027,-0.3705136775970459,0.3932681679725647
511567808185.56573,d4:ca:6e:f1:82:8c,0.8337059020996094,0.11387477070093155,-0.37050530314445496,0.3933103382587433
511567824855.8991,d4:ca:6e:f1:82:8c,0.8337190747261047,0.113847516477108,-0.3705253601074219,0.39327138662338257
511567841526.2325,d4:ca:6e:f1:82:8c,0.8336520195007324,0.1139151081442833,-0.3705068528652191,0.39341112971305847
511567858196.56586,d4:ca:6e:f1:82:8c,0.8336995244026184,0.11387219280004501,-0.37052416801452637,0.393306702375412
511567874866.89923,d4:ca:6e:f1:82:8c,0.8337306976318359,0.11383694410324097,-0.3705250918865204,0.3932499289512634
511567891537.2326,d4:ca:6e:f1:82:8c,0.8337384462356567,0.11382260173559189,-0.3705272972583771,0.3932354748249054
511567908207.566,d4:ca:6e:f1:82:8c,0.8337681889533997,0.11379115283489227,-0.370535671710968,0.3931736946105957
511567924877.89935,d4:ca:6e:f1:82:8c,0.8337157368659973,0.1138439029455185,-0.37052059173583984,0.393283873796463
511567941548.2327,d4:ca:6e:f1:82:8c,0.8337222337722778,0.11382836103439331,-0.3705192804336548,0.3932759463787079
511567958218.5661,d4:ca:6e:f1:82:8c,0.8338099718093872,0.11373084038496017,-0.3705383539199829,0.3931000530719757
511567974888.8995,d4:ca:6e:f1:82:8c,0.833829402923584,0.1137189045548439,-0.3705306351184845,0.3930695652961731
511567991559.23285,d4:ca:6e:f1:82:8c,0.8338615298271179,0.1136818528175354,-0.3705327808856964,0.39301007986068726
511568008229.5662,d4:ca:6e:f1:82:8c,0.833779513835907,0.11376531422138214,-0.37051114439964294,0.3931804299354553
511568024899.8996,d4:ca:6e:f1:82:8c,0.8336584568023682,0.11388295888900757,-0.37047848105430603,0.39343389868736267
511568041570.233,d4:ca:6e:f1:82:8c,0.8337346911430359,0.11382134258747101,-0.3704978823661804,0.3932715952396393
511568058240.56635,d4:ca:6e:f1:82:8c,0.83390212059021,0.1136775016784668,-0.3705423176288605,0.39291632175445557
511568074910.8997,d4:ca:6e:f1:82:8c,0.8339584469795227,0.11361823230981827,-0.370556503534317,0.39280009269714355
511568091581.2331,d4:ca:6e:f1:82:8c,0.8340312838554382,0.11355254799127579,-0.37057140469551086,0.39265069365501404
511568108251.56647,d4:ca:6e:f1:82:8c,0.8339982628822327,0.11359455436468124,-0.3705545961856842,0.3927246332168579
511568124921.89984,d4:ca:6e:f1:82:8c,0.8340498805046082,0.11354034394025803,-0.37056970596313477,0.392616331577301
511568141592.2332,d4:ca:6e:f1:82:8c,0.8339942097663879,0.11358507722616196,-0.3705521523952484,0.3927382826805115
511568158262.5666,d4:ca:6e:f1:82:8c,0.8340083360671997,0.11357434839010239,-0.3705562353134155,0.39270761609077454
511568174932.89996,d4:ca:6e:f1:82:8c,0.833990216255188,0.11359533667564392,-0.37055525183677673,0.39274096488952637
511568191603.23334,d4:ca:6e:f1:82:8c,0.8340185284614563,0.11356934159994125,-0.3705676198005676,0.392676442861557
511568208273.5667,d4:ca:6e:f1:82:8c,0.8341000080108643,0.11349760740995407,-0.37058550119400024,0.39250731468200684
511568224645.499,d4:ca:6e:f1:82:8c,0.8340955376625061,0.11349678784608841,-0.3705888092517853,0.3925139605998993
511568241315.8324,d4:ca:6e:f1:82:8c,0.8341522216796875,0.11342891305685043,-0.37061208486557007,0.3923911154270172
511568257986.1658,d4:ca:6e:f1:82:8c,0.8341022729873657,0.11347769945859909,-0.37059980630874634,0.3924948573112488
511568274656.49915,d4:ca:6e:f1:82:8c,0.8341103792190552,0.1134612187743187,-0.3706012964248657,0.39248061180114746
511568291326.8325,d4:ca:6e:f1:82:8c,0.8341614007949829,0.1134130135178566,-0.37060919404029846,0.39237868785858154
511568307997.1659,d4:ca:6e:f1:82:8c,0.8342097401618958,0.11337624490261078,-0.3706081509590149,0.3922874331474304
511568324667.49927,d4:ca:6e:f1:82:8c,0.8343120813369751,0.11328109353780746,-0.37063583731651306,0.3920712471008301
511568341337.83264,d4:ca:6e:f1:82:8c,0.8342806100845337,0.11330748349428177,-0.3706318736076355,0.3921342194080353
511568358008.166,d4:ca:6e:f1:82:8c,0.8342573642730713,0.11332928389310837,-0.3706235885620117,0.39218538999557495
511568374678.4994,d4:ca:6e:f1:82:8c,0.8342771530151367,0.11331019550561905,-0.37063100934028625,0.39214178919792175
511568391348.83276,d4:ca:6e:f1:82:8c,0.8342614769935608,0.11332658678293228,-0.37062451243400574,0.39217638969421387
511568408019.16614,d4:ca:6e:f1:82:8c,0.8342085480690002,0.1133759468793869,-0.37060287594795227,0.39229515194892883
511568424689.4995,d4:ca:6e:f1:82:8c,0.8341819643974304,0.11339748650789261,-0.37059134244918823,0.3923564553260803
511568441359.8329,d4:ca:6e:f1:82:8c,0.8341749310493469,0.11340051889419556,-0.3705931603908539,0.39236873388290405
511568458030.16626,d4:ca:6e:f1:82:8c,0.8341106176376343,0.11347048729658127,-0.37056195735931396,0.39251473546028137
511568474700.49963,d4:ca:6e:f1:82:8c,0.8341351747512817,0.11344259977340698,-0.37057143449783325,0.3924615681171417
511568491370.833,d4:ca:6e:f1:82:8c,0.8341436386108398,0.11343101412057877,-0.37056756019592285,0.39245080947875977
511568508041.1664,d4:ca:6e:f1:82:8c,0.8341318368911743,0.11343579739332199,-0.37056928873062134,0.39247292280197144
511568524711.49976,d4:ca:6e:f1:82:8c,0.8340089917182922,0.11355404555797577,-0.37053072452545166,0.39273619651794434
511568541381.8331,d4:ca:6e:f1:82:8c,0.8340194225311279,0.11354381591081619,-0.37053385376930237,0.3927140533924103
511568558052.1665,d4:ca:6e:f1:82:8c,0.8340970277786255,0.11345969140529633,-0.37056422233581543,0.39254453778266907
511568574722.4999,d4:ca:6e:f1:82:8c,0.8341062068939209,0.11346681416034698,-0.37056195735931396,0.3925251066684723
511568591392.83325,d4:ca:6e:f1:82:8c,0.834119975566864,0.11345426738262177,-0.37057170271873474,0.39249029755592346
511568608063.1666,d4:ca:6e:f1:82:8c,0.8341158628463745,0.11345088481903076,-0.3705690801143646,0.3925025761127472
511568624733.5,d4:ca:6e:f1:82:8c,0.834195613861084,0.11337397992610931,-0.3705923557281494,0.39233332872390747
511568641403.8334,d4:ca:6e:f1:82:8c,0.8342089056968689,0.11336007714271545,-0.37060001492500305,0.3923017978668213
511568658074.16675,d4:ca:6e:f1:82:8c,0.8341223001480103,0.11344069987535477,-0.37058591842651367,0.39247581362724304
511568674744.5001,d4:ca:6e:f1:82:8c,0.8341189622879028,0.11344273388385773,-0.37059032917022705,0.39247825741767883
511568691414.8335,d4:ca:6e:f1:82:8c,0.8341129422187805,0.11345798522233963,-0.37058162689208984,0.39249494671821594
511568708085.1669,d4:ca:6e:f1:82:8c,0.8341801166534424,0.11338157951831818,-0.3706057071685791,0.3923512101173401
511568724755.50024,d4:ca:6e:f1:82:8c,0.8340907096862793,0.11346807330846786,-0.3705776631832123,0.39254289865493774
511568741425.8336,d4:ca:6e:f1:82:8c,0.8340674042701721,0.1134994626045227,-0.3705572187900543,0.3926025927066803
511568758096.167,d4:ca:6e:f1:82:8c,0.8340939879417419,0.11347576975822449,-0.3705679774284363,0.3925427794456482
